text,sentiment,topic,intent,binary
کیا آپ آبادی میں اضافے کی شرح کے بارے میں بتا سکتے ہیں؟,neutral,population,Inquiry,relevant
حکومتی پالیسیاں آبادی کے کنٹرول میں ناکام رہی ہیں۔,negative,population,Complaint,relevant
میں آبادی کے مسئلے پر حکومتی حکام سے بات کرنا چاہتا ہوں۔,neutral,population,Request,relevant
اس منصوبے سے آبادی کے کنٹرول میں مدد ملے گی۔,positive,population,Feedback,relevant
آبادی کے کنٹرول کے لیے مزید سخت اقدامات کی ضرورت ہے۔,negative,population,Request,relevant
اس پروگرام کا مقصد آبادی کی شرح کو کم کرنا ہے۔,neutral,population,Feedback,relevant
کیا آبادی کے کنٹرول کے حوالے سے کوئی نئی تحقیق ہوئی ہے؟,neutral,population,Inquiry,relevant
بڑھتی آبادی روزگار کے مواقع پر اثر انداز ہو رہی ہے۔,negative,population,Complaint,relevant
میں اس مہم کی کامیابی پر حکومت کو مبارکباد پیش کرتا ہوں۔,positive,population,Feedback,relevant
کیا دیہی علاقوں میں بھی آبادی کے کنٹرول کے پروگرام جاری ہیں؟,neutral,population,Inquiry,relevant
حکومت آبادی کے کنٹرول کے لیے کافی وسائل مختص نہیں کر رہی۔,negative,population,Complaint,relevant
میں آبادی کے مسائل کے حل کے لیے آپ کی تجاویز چاہتا ہوں۔,neutral,population,Request,relevant
یہ مہم لوگوں کو باخبر بنانے میں کامیاب رہی ہے۔,positive,population,Feedback,relevant
آبادی کے بڑھنے سے قدرتی وسائل پر بوجھ بڑھ جاتا ہے۔,negative,population,Feedback,relevant
کیا آپ مجھے آبادی کے کنٹرول کے طریقوں کے بارے میں بتا سکتے ہیں؟,neutral,population,Inquiry,relevant
اس منصوبے میں آبادی کے کنٹرول کو ترجیح دی گئی ہے۔,positive,population,Feedback,relevant
آبادی کی منصوبہ بندی نہ کرنے کی شکایت ہے۔,negative,population,Complaint,relevant
میں جاننا چاہتا ہوں کہ آبادی کے بڑھنے کی وجوہات کیا ہیں۔,neutral,population,Inquiry,relevant
یہ حکومتی پروگرام آبادی کے کنٹرول میں بہت مفید ثابت ہوگا۔,positive,population,Feedback,relevant
بڑھتی ہوئی آبادی کی ضروریات پوری کرنا مشکل ہو رہا ہے۔,negative,population,Complaint,relevant
میں آبادی کے کنٹرول کے لیے مزید آگاہی چاہتا ہوں۔,neutral,population,Request,relevant
اس شعبے میں حکومتی کوششیں قابل تعریف ہیں۔,positive,population,Feedback,relevant
کیا آبادی کے کنٹرول کے لیے کوئی لازمی قانون بنایا جائے گا؟,neutral,population,Inquiry,relevant
آبادی کے بے ہنگم اضافے پر تشویش کا اظہار۔,negative,population,Complaint,relevant
میں آبادی کی منصوبہ بندی کے بارے میں تفصیلی معلومات چاہتا ہوں۔,neutral,population,Inquiry,relevant
یہ پروگرام آبادی کے استحکام میں اہم کردار ادا کرے گا۔,positive,population,Feedback,relevant
آبادی کے کنٹرول میں ناکامی کی شکایت۔,negative,population,Complaint,relevant
میں حکومت سے اپیل کرتا ہوں کہ وہ آبادی کے کنٹرول پر توجہ دے۔,neutral,population,Request,relevant
اس منصوبے نے آبادی کے کنٹرول کی راہ ہموار کی ہے۔,positive,population,Feedback,relevant
آبادی کا کنٹرول ہم سب کی اجتماعی ذمہ داری ہے۔,positive,population,Feedback,relevant
کیا آپ مجھے موسم کی پیش گوئی بتا سکتے ہیں؟,neutral,other,Inquiry,irrelevant
یہ ایک خوبصورت گاڑی ہے۔,positive,other,Feedback,irrelevant
مجھے کافی پینی ہے۔,neutral,other,Request,irrelevant
یہ کتاب بہت دلچسپ ہے۔,positive,other,Feedback,irrelevant
کیا یہ دکان کھلی ہے؟,neutral,other,Inquiry,irrelevant
مجھے اپنے دوست کو فون کرنا ہے۔,neutral,other,Request,irrelevant
آج موسم بہت خوشگوار ہے۔,positive,other,Feedback,irrelevant
کیا آپ مجھے وقت بتا سکتے ہیں؟,neutral,other,Inquiry,irrelevant
میں بازار جا رہا ہوں۔,neutral,other,Feedback,irrelevant
یہ فلم بہت بورنگ تھی۔,negative,other,Feedback,irrelevant
مجھے بھوک لگ رہی ہے۔,neutral,other,Request,irrelevant
کیا آپ کو یہ پسند آیا؟,neutral,other,Inquiry,irrelevant
یہ میرا پسندیدہ گانا ہے۔,positive,other,Feedback,irrelevant
میں آج بہت خوش ہوں۔,positive,other,Feedback,irrelevant
کیا یہ راستہ میوزیم کی طرف جاتا ہے؟,neutral,other,Inquiry,irrelevant
مجھے تھکاوٹ ہو رہی ہے۔,negative,other,Feedback,irrelevant
یہ ریستوران بہت اچھا ہے۔,positive,other,Feedback,irrelevant
کیا آپ مجھے قریب ترین بس سٹاپ کا راستہ بتا سکتے ہیں؟,neutral,other,Inquiry,irrelevant
مجھے ایک گلاس پانی چاہیے۔,neutral,other,Request,irrelevant
یہ نیا ماڈل بہت جدید ہے۔,positive,other,Feedback,irrelevant
کیا آپ نے وہ خبر سنی؟,neutral,other,Inquiry,irrelevant
میرا فون نمبر بند ہے۔,negative,other,Complaint,irrelevant
مجھے جلد سے جلد وہاں پہنچنا ہے۔,neutral,other,Request,irrelevant
یہ فلم دیکھنے کے قابل ہے۔,positive,other,Feedback,irrelevant
کیا آپ مجھے ریلوے اسٹیشن کا راستہ بتا سکتے ہیں؟,neutral,other,Inquiry,irrelevant
یہ کپڑے بہت مہنگے ہیں۔,negative,other,Complaint,irrelevant
میں ایک ٹیبل بک کرنا چاہتا ہوں۔,neutral,other,Request,irrelevant
اس جگہ کا نظارہ بہت دلکش ہے۔,positive,other,Feedback,irrelevant
کیا آپ کے پاس کوئی دوسرا رنگ ہے؟,neutral,other,Inquiry,irrelevant
میں گھر جا رہا ہوں۔,neutral,other,Feedback,irrelevant
یہ سڑک بہت خراب ہے۔,negative,other,Complaint,irrelevant
میں آپ کی مدد کا شکریہ ادا کرتا ہوں۔,positive,other,Feedback,irrelevant
کیا آپ مجھے قریب ترین اے ٹی ایم کے بارے میں بتا سکتے ہیں؟,neutral,other,Inquiry,irrelevant
مجھے اپنی گاڑی کی مرمت کروانی ہے۔,neutral,other,Request,irrelevant
یہ ہوٹل بہت پرسکون ہے۔,positive,other,Feedback,irrelevant
کیا آپ مجھے ہوائی اڈے کا راستہ بتا سکتے ہیں؟,neutral,other,Inquiry,irrelevant
اس منصوبے کو جلد از جلد مکمل کیا جائے۔,negative,other,Request,irrelevant
یہ گانا بہت خوبصورت ہے۔,positive,other,Feedback,irrelevant
مجھے کچھ معلومات درکار ہیں۔,neutral,other,Inquiry,irrelevant
میں آج آرام کرنا چاہتا ہوں۔,neutral,other,Request,irrelevant
یہ فلم بہت پر اثر تھی۔,positive,other,Feedback,irrelevant
کیا آپ نے نیا فون خریدا ہے؟,neutral,other,Inquiry,irrelevant
یہ عمارت بہت پرانی لگ رہی ہے۔,negative,other,Feedback,irrelevant
مجھے آپ کے مشورے کی ضرورت ہے۔,neutral,other,Request,irrelevant
یہ فلم بہت مقبول ہوئی ہے۔,positive,other,Feedback,irrelevant
کیا آپ مجھے یہ چیز خریدنے کا مشورہ دیں گے؟,neutral,other,Inquiry,irrelevant
مجھے ٹریفک جام کا سامنا ہے۔,negative,other,Complaint,irrelevant
میں جلد از جلد واپس آنا چاہتا ہوں۔,neutral,other,Request,irrelevant
یہ کارکردگی بہت متاثر کن تھی۔,positive,other,Feedback,irrelevant
ہمارے علاقے میں صحت کی سہولیات کی کمی ہے۔,negative,health,Complaint,relevant
دواؤں کی قیمتوں میں اضافہ ہو رہا ہے۔,negative,health,Complaint,relevant
بچوں کی صحت کے لیے صاف پانی بہت ضروری ہے۔,positive,health,Feedback,relevant
صحت مند زندگی گزارنے کے لیے متوازن غذا لینی چاہیے۔,positive,health,Feedback,relevant
کیا ہسپتال میں ایمرجنسی سروسز دستیاب ہیں؟,neutral,health,Inquiry,relevant
اپنے ڈاکٹر سے ملاقات کا وقت کیسے طے کیا جائے؟,neutral,health,Inquiry,relevant
میں صحت کے ریکارڈ کی نقول حاصل کرنا چاہتا ہوں۔,neutral,health,Request,relevant
براہ کرم مجھے قریب ترین فارمیسی کا پتہ بتائیں۔,neutral,health,Request,relevant
یہ ادویات بہت مہنگی ہیں، کیا کوئی سستا متبادل ہے؟,negative,health,Inquiry,relevant
ہسپتال کے عملے نے میری اچھی دیکھ بھال کی۔,positive,health,Feedback,relevant
صحت کے شعبے میں مزید سرمایہ کاری کی ضرورت ہے۔,positive,health,Feedback,relevant
میں ویکسینیشن کے بارے میں معلومات چاہتا ہوں۔,neutral,health,Inquiry,relevant
کیا یہ دوا بغیر نسخے کے مل سکتی ہے؟,neutral,health,Inquiry,relevant
میں اپنی میڈیکل رپورٹس جمع کروانا چاہتا ہوں۔,neutral,health,Request,relevant
طبی جانچ کے لیے اپوائنٹمنٹ بک کروا دیجیے۔,neutral,health,Request,relevant
نیشنل ہیلتھ پروگرام کے فوائد کے بارے میں بتائیں۔,neutral,health,Inquiry,relevant
آج کل بیماریوں کے بڑھنے کی وجہ کیا ہے؟,neutral,health,Inquiry,relevant
حکومتی ہسپتالوں میں سہولیات ناکافی ہیں۔,negative,health,Complaint,relevant
معدے کی بیماریوں سے بچاؤ کے طریقے کیا ہیں؟,neutral,health,Inquiry,relevant
یہ دوا میرے لیے بہت مؤثر ثابت ہوئی۔,positive,health,Feedback,relevant
میں فلو کی بیماری سے بہت پریشان ہوں۔,negative,health,Complaint,relevant
ذیابیطس کے مریضوں کے لیے خوراک کے منصوبے بنائیں۔,neutral,health,Request,relevant
میں صحت کے بارے میں حکومتی پالیسیوں کا جائزہ لینا چاہتا ہوں۔,neutral,health,Inquiry,relevant
کیا ہم اپنی صحت کی دیکھ بھال کی تجاویز شیئر کر سکتے ہیں؟,neutral,health,Feedback,relevant
یہ ہسپتال بہت صاف ستھرا اور منظم ہے۔,positive,health,Feedback,relevant
میں جاننا چاہتا ہوں کہ زچگی کے دوران کون سی احتیاط کرنی چاہیے۔,neutral,health,Inquiry,relevant
بچوں کے لیے حفاظتی ٹیکوں کا شیڈول فراہم کریں۔,neutral,health,Request,relevant
میں نے ایک نئی دوا کا تجربہ کیا ہے اور یہ بہت کارآمد ہے۔,positive,health,Feedback,relevant
اس علاقے میں صحت کا کوئی مرکز نہیں ہے۔,negative,health,Complaint,relevant
میں خون کے ٹیسٹ کے نتائج دیکھنا چاہتا ہوں۔,neutral,health,Request,relevant
کیا دل کی بیماریوں سے بچاؤ ممکن ہے؟,neutral,health,Inquiry,relevant
اسپتال میں مریضوں کا رش بہت زیادہ ہے۔,negative,health,Complaint,relevant
میں صحت کے بارے میں کچھ مفید معلومات شیئر کرنا چاہتا ہوں۔,neutral,health,Feedback,relevant
یہ کلینک بہت اچھی سہولیات فراہم کرتا ہے۔,positive,health,Feedback,relevant
میں پوچھنا چاہتا ہوں کہ کرونا وائرس کے نئے کیسز کتنے ہیں۔,neutral,health,Inquiry,relevant
مجھے بخار اور کھانسی کی شکایت ہے۔,negative,health,Complaint,relevant
کیا آپ مجھے کوئی اچھی صحت کی ایپ بتا سکتے ہیں؟,neutral,health,Inquiry,relevant
میں اپنی صحت کی دیکھ بھال کے منصوبے کے بارے میں جاننا چاہتا ہوں۔,neutral,health,Inquiry,relevant
یہ دوا مفت فراہم کی جانی چاہیے۔,negative,health,Complaint,relevant
میں صحت کے بارے میں اپنی رائے دینا چاہتا ہوں۔,neutral,health,Feedback,relevant
یہاں کے ڈاکٹر بہت تجربہ کار اور مددگار ہیں۔,positive,health,Feedback,relevant
میں جاننا چاہتا ہوں کہ دل کی صحت کے لیے کیا ضروری ہے۔,neutral,health,Inquiry,relevant
براہ کرم، مجھے آئندہ صحت کے بارے میں آگاہی فراہم کریں۔,neutral,health,Request,relevant
ہمارے علاقے میں صحت کے مراکز کی بہت ضرورت ہے۔,negative,health,Complaint,relevant
کیا یہ علاج موثر ہے؟,neutral,health,Inquiry,relevant
فوری طبی امداد کی سہولت مہیا کریں۔,neutral,health,Request,relevant
میں نے حال ہی میں ایک صحت کی مہم میں حصہ لیا۔,positive,health,Feedback,relevant
یہ ہسپتال میں بہترین طبی تجربہ تھا۔,positive,health,Feedback,relevant
کیا ہم اپنے سکول کے نصاب میں صحت کی تعلیم شامل کر سکتے ہیں؟,neutral,education,Request,relevant
نئے نصاب میں سائنس کے مضامین کو بہتر بنایا گیا ہے۔,positive,education,Feedback,relevant
تعلیمی نظام میں اصلاحات کی اشد ضرورت ہے۔,negative,education,Complaint,relevant
کیا اس سال امتحانات آن لائن ہوں گے؟,neutral,education,Inquiry,relevant
سکولوں میں کتابوں کی فراہمی میں تاخیر ہو رہی ہے۔,negative,education,Complaint,relevant
مجھے یونیورسٹی میں داخلے کے بارے میں معلومات درکار ہیں۔,neutral,education,Inquiry,relevant
یہ درس گاہ بہت اچھی تعلیم فراہم کرتی ہے۔,positive,education,Feedback,relevant
میں اپنی تعلیم جاری رکھنا چاہتا ہوں۔,neutral,education,Request,relevant
اساتذہ کی تربیت کے لیے مزید اقدامات کیے جائیں۔,neutral,education,Request,relevant
تعلیمی معیار کو بہتر بنانے کے لیے تجاویز دیں۔,neutral,education,Feedback,relevant
آن لائن کلاسز کا تجربہ بہت حوصلہ افزا رہا ہے۔,positive,education,Feedback,relevant
یونیورسٹیوں میں سہولیات ناکافی ہیں۔,negative,education,Complaint,relevant
کیا آپ مجھے کوئی اچھا آن لائن کورس بتا سکتے ہیں؟,neutral,education,Inquiry,relevant
مجھے اپنی ڈگری کے سرٹیفکیٹ کی ضرورت ہے۔,neutral,education,Request,relevant
اساتذہ حضرات کی محنت قابل تعریف ہے۔,positive,education,Feedback,relevant
تعلیمی نظام کو جدید بنانے کی ضرورت ہے۔,positive,education,Feedback,relevant
میں اساتذہ کے رویے سے ناخوش ہوں۔,negative,education,Complaint,relevant
کیا اس سکول میں داخلے جاری ہیں؟,neutral,education,Inquiry,relevant
میں سکالرشپ کے لیے درخواست دینا چاہتا ہوں۔,neutral,education,Request,relevant
یہ کتاب نصابی مواد کے لیے بہت مفید ہے۔,positive,education,Feedback,relevant
تعلیمی مواد کی رسائی آسان ہونی چاہیے۔,positive,education,Feedback,relevant
اساتذہ نے طلباء کو بہت اچھی طرح سمجھایا۔,positive,education,Feedback,relevant
تعلیم کے میدان میں بہت سی چیلنجز ہیں۔,negative,education,Complaint,relevant
میں اپنے بچے کے تعلیمی مستقبل کے بارے میں فکر مند ہوں۔,negative,education,Complaint,relevant
کیا مجھے اپنی پرانی رزلٹ شیٹ مل سکتی ہے؟,neutral,education,Inquiry,relevant
میں اپنی تعلیمی کارکردگی کو بہتر بنانا چاہتا ہوں۔,neutral,education,Request,relevant
یہ یونیورسٹی بہترین تعلیمی ماحول فراہم کرتی ہے۔,positive,education,Feedback,relevant
میں سکول کے اوقات کار کے بارے میں پوچھنا چاہتا ہوں۔,neutral,education,Inquiry,relevant
براہ کرم، مجھے داخلے کے فارم فراہم کریں۔,neutral,education,Request,relevant
طلباء کو جدید ٹیکنالوجی سے روشناس کرایا جائے۔,positive,education,Feedback,relevant
طلباء کی تعداد بہت زیادہ ہے، کلاسز تنگ ہیں۔,negative,education,Complaint,relevant
میں جاننا چاہتا ہوں کہ مضمون کا انتخاب کیسے کروں۔,neutral,education,Inquiry,relevant
کیا یہ کورس آن لائن دستیاب ہے؟,neutral,education,Inquiry,relevant
میں اپنی تعلیمی سند کی تصدیق کروانا چاہتا ہوں۔,neutral,education,Request,relevant
تعلیم سب کا حق ہے، سب کو حاصل ہونی چاہیے۔,positive,education,Feedback,relevant
یہ سکول بچوں کی حفاظت کے لیے بہترین ہے۔,positive,education,Feedback,relevant
بڑھتی ہوئی آبادی پر قابو پانے کے لیے اقدامات کیے جائیں۔,neutral,population,Request,relevant
آبادی کا کنٹرول معاشرتی استحکام کے لیے ضروری ہے۔,positive,population,Feedback,relevant
ہمیں آبادی کے اعداد و شمار کی تازہ ترین رپورٹ درکار ہے۔,neutral,population,Request,relevant
بڑھتی ہوئی آبادی وسائل پر دباؤ ڈال رہی ہے۔,negative,population,Complaint,relevant
کیا آبادی میں اضافے کی شرح کم ہو رہی ہے؟,neutral,population,Inquiry,relevant
خاندان کے منصوبہ بندی کے مراکز کو فروغ دیا جائے۔,neutral,population,Request,relevant
یہ سیمینار آبادی کے مسائل پر روشنی ڈالتا ہے۔,positive,population,Feedback,relevant
شہری علاقوں میں آبادی کی گنجان بسنے کی شکایت ہے۔,negative,population,Complaint,relevant
میں جاننا چاہتا ہوں کہ ملک کی موجودہ آبادی کتنی ہے۔,neutral,population,Inquiry,relevant
آبادی کے کنٹرول سے متعلق حکومتی پالیسیوں پر بحث کریں۔,neutral,population,Feedback,relevant
یہ پروگرام آبادی کے مسائل کے حل میں معاون ہے۔,positive,population,Feedback,relevant
پسماندہ علاقوں میں آبادی کی شرح زیادہ ہے۔,negative,population,Complaint,relevant
کیا آبادی میں کمی کے لیے کوئی منصوبہ بندی ہے؟,neutral,population,Inquiry,relevant
میں آبادی کے اعداد و شمار پر تحقیق کرنا چاہتا ہوں۔,neutral,population,Request,relevant
حکومتی اعداد و شمار آبادی کے رجحان کی نشاندہی کرتے ہیں۔,positive,population,Feedback,relevant
آبادی کی منصوبہ بندی بہت اہم ہے۔,positive,population,Feedback,relevant
ملک میں آبادی کے کنٹرول کے اقدامات ناکافی ہیں۔,negative,population,Complaint,relevant
یہاں کے باشندے آبادی میں اضافے کے بارے میں فکرمند ہیں۔,negative,population,Complaint,relevant
آبادی کی تقسیم کے بارے میں جاننا چاہتا ہوں۔,neutral,population,Inquiry,relevant
آبادی کے کنٹرول کے لیے شعور اجاگر کرنا ضروری ہے۔,positive,population,Feedback,relevant
یہ کتاب آبادی کے مسائل کا ایک تفصیلی جائزہ پیش کرتی ہے۔,positive,population,Feedback,relevant
ریاست کا بجٹ آبادی کے تناسب سے کم ہے۔,negative,population,Complaint,relevant
آبادی کے کنٹرول کے موضوع پر ایک سیمینار منعقد کروائیں۔,neutral,population,Request,relevant
عالمی سطح پر آبادی میں اضافہ ایک بڑا مسئلہ ہے۔,negative,population,Complaint,relevant
کیا آپ مجھے آبادی کے کنٹرول کے طریقوں کے بارے میں بتا سکتے ہیں؟,neutral,population,Inquiry,relevant
میں آبادی کی شماریات کو سمجھنا چاہتا ہوں۔,neutral,population,Inquiry,relevant
یہ منصوبہ آبادی کے کنٹرول میں مددگار ثابت ہوگا۔,positive,population,Feedback,relevant
دیہی علاقوں سے شہری علاقوں کی طرف آبادی کی ہجرت زیادہ ہے۔,negative,population,Complaint,relevant
قانون سازی آبادی کے کنٹرول کے لیے ضروری ہے۔,positive,population,Feedback,relevant
اس سروے کے نتائج آبادی کے متعلق اہم معلومات فراہم کرتے ہیں۔,positive,population,Feedback,relevant
آبادی کے کنٹرول کی مہم کامیاب رہی۔,positive,population,Feedback,relevant
قانون کے مطابق آبادی کے کنٹرول کے اقدامات لاگو کیے جائیں۔,neutral,population,Request,relevant
یہاں کے بازار میں بہت رش ہے۔,negative,other,Complaint,irrelevant
آج موسم کیسا رہے گا؟,neutral,other,Inquiry,irrelevant
مجھے ایک اچھی فلم تجویز کریں۔,neutral,other,Request,irrelevant
یہ ریسٹورنٹ کا کھانا بہت لذیذ ہے۔,positive,other,Feedback,irrelevant
مجھے نئی گاڑی خریدنے میں دلچسپی ہے۔,neutral,other,Request,irrelevant
یہ فلم مجھے بالکل پسند نہیں آئی۔,negative,other,Feedback,irrelevant
کیا آپ کے پاس یہ پروڈکٹ دستیاب ہے؟,neutral,other,Inquiry,irrelevant
یہ ہوٹل بہت خوبصورت ہے۔,positive,other,Feedback,irrelevant
مجھے ٹریفک جام کا سامنا کرنا پڑا۔,negative,other,Complaint,irrelevant
مجھے پرواز کے وقت کے بارے میں جاننا ہے۔,neutral,other,Inquiry,irrelevant
کیا آپ مجھے اس جگہ کا پتہ بتا سکتے ہیں؟,neutral,other,Request,irrelevant
یہ کتاب بہت معلوماتی ہے۔,positive,other,Feedback,irrelevant
میں نے اپنا پرس کھو دیا۔,negative,other,Complaint,irrelevant
آج کے اہم خبریں کیا ہیں؟,neutral,other,Inquiry,irrelevant
مجھے نیا فون خریدنا ہے۔,neutral,other,Request,irrelevant
یہ گانا بہت دلکش ہے۔,positive,other,Feedback,irrelevant
خدمت بہت سست ہے۔,negative,other,Complaint,irrelevant
میں اس بارے میں مزید جاننا چاہتا ہوں۔,neutral,other,Inquiry,irrelevant
کیا یہاں کوئی پارک ہے؟,neutral,other,Inquiry,irrelevant
مجھے ریستوران میں ایک ٹیبل بک کروانا ہے۔,neutral,other,Request,irrelevant
یہ عمارت بہت خوبصورت ہے۔,positive,other,Feedback,irrelevant
مجھے راستہ معلوم نہیں ہو رہا۔,negative,other,Complaint,irrelevant
کیا آپ مجھے قریب ترین ATM بتا سکتے ہیں؟,neutral,other,Inquiry,irrelevant
میں ایک ٹکٹ خریدنا چاہتا ہوں۔,neutral,other,Request,irrelevant
یہ کار بہت اچھی چلتی ہے۔,positive,other,Feedback,irrelevant
میرا سامان گم ہو گیا ہے۔,negative,other,Complaint,irrelevant
آج کا درجہ حرارت کیا ہے؟,neutral,other,Inquiry,irrelevant
مجھے اپنے ہوٹل کا کمرہ تبدیل کروانا ہے۔,neutral,other,Request,irrelevant
یہ میوزیم تاریخی لحاظ سے اہم ہے۔,positive,other,Feedback,irrelevant
مجھے پارکنگ کی جگہ نہیں مل رہی۔,negative,other,Complaint,irrelevant
کیا آپ کے پاس کوئی نقشہ ہے؟,neutral,other,Inquiry,irrelevant
میں وزٹ کرنے کے لیے ایک اچھی جگہ تلاش کر رہا ہوں۔,neutral,other,Request,irrelevant
یہ سفر بہت پرلطف رہا۔,positive,other,Feedback,irrelevant
یہاں صفائی ستھرائی کا فقدان ہے۔,negative,other,Complaint,irrelevant
کیا یہ میوزیم کھلا ہے؟,neutral,other,Inquiry,irrelevant
مجھے سم کارڈ خریدنا ہے۔,neutral,other,Request,irrelevant
یہ ڈش بہت ہی شاندار ہے۔,positive,other,Feedback,irrelevant
یہاں چوری چکاری کا بہت مسئلہ ہے۔,negative,other,Complaint,irrelevant
مجھے فلائٹ کی بکنگ میں مدد چاہیے۔,neutral,other,Request,irrelevant
یہ گارڈن بہت خوبصورت اور پرسکون ہے۔,positive,other,Feedback,irrelevant
مجھے کمرے میں کچھ مسئلہ ہے۔,negative,other,Complaint,irrelevant
کیا یہ کافی دیر تک کھلا رہے گا؟,neutral,other,Inquiry,irrelevant
طبی علاج کے اخراجات دن بدن بڑھتے جا رہے ہیں۔,negative,health,Complaint,relevant
روزانہ ورزش صحت کے لیے بہت مفید ہے۔,positive,health,Feedback,relevant
کیا آپ مجھے کسی اچھے گائناکولوجسٹ کا نام بتا سکتے ہیں؟,neutral,health,Inquiry,relevant
مجھے دوا کی دکان پر ادھار پر دوائی نہیں ملی۔,negative,health,Complaint,relevant
یہ نیا علاج بہت مؤثر ثابت ہو رہا ہے۔,positive,health,Feedback,relevant
مریضوں کے لیے ہسپتال میں سہولیات ناکافی ہیں۔,negative,health,Complaint,relevant
کیا ویکسین لگوانے کے بعد کوئی سائیڈ ایفیکٹس ہوتے ہیں؟,neutral,health,Inquiry,relevant
میں حکومت سے صحت کی سہولیات بہتر کرنے کی درخواست کرتا ہوں۔,neutral,health,Request,relevant
طبی ماہرین کی بروقت دستیابی بہت ضروری ہے۔,positive,health,Feedback,relevant
گھر میں صفائی ستھرائی بیماریوں سے بچاتی ہے۔,positive,health,Feedback,relevant
ہسپتال میں ڈاکٹر کا رویہ بہت خراب تھا۔,negative,health,Complaint,relevant
فالج کا حملہ روکنے کے لیے احتیاطی تدابیر کیا ہیں؟,neutral,health,Inquiry,relevant
صحت کے شعبے میں مزید سرمایہ کاری کی ضرورت ہے۔,negative,health,Request,relevant
یہ دوا واقعی بہت کارآمد ثابت ہوئی ہے۔,positive,health,Feedback,relevant
حکومتی ہسپتالوں میں عملے کی کمی ایک بڑا مسئلہ ہے۔,negative,health,Complaint,relevant
کیا اس بیماری کا کوئی مؤثر علاج موجود ہے؟,neutral,health,Inquiry,relevant
ہم مفت طبی کیمپوں کے انعقاد کی درخواست کرتے ہیں۔,neutral,health,Request,relevant
ماہر ڈاکٹروں کی رہنمائی بہترین ہے۔,positive,health,Feedback,relevant
غذائی افلاس صحت پر برا اثر ڈالتا ہے۔,negative,health,Complaint,relevant
روحانی علاج کا بھی صحت پر مثبت اثر ہوتا ہے۔,positive,health,Feedback,relevant
آپ کے ہسپتال کی سروس بہت اچھی ہے۔,positive,health,Feedback,relevant
آرتھوپیڈک وارڈ میں سہولیات کی کمی ہے۔,negative,health,Complaint,relevant
کیا شوگر کے مریض میٹھا استعمال کر سکتے ہیں؟,neutral,health,Inquiry,relevant
ہم حکومت سے اسپیڈ سروس کی توقع رکھتے ہیں۔,neutral,health,Request,relevant
دوا بروقت نہ ملنے کی شکایت ہے۔,negative,health,Complaint,relevant
یہ ٹیسٹ کا نتیجہ بہت حوصلہ افزا ہے۔,positive,health,Feedback,relevant
بیماری کے بعد صحت یابی کا عمل کس طرح ہوتا ہے؟,neutral,health,Inquiry,relevant
ہم صحت کے نظام میں بہتری کی دعا کرتے ہیں۔,positive,health,Feedback,relevant
نیشنل ہسپتال میں مریضوں کو سہولیات فراہم نہیں کی جاتیں۔,negative,health,Complaint,relevant
یہ وٹامن سپلیمنٹ بہت مؤثر ہے۔,positive,health,Feedback,relevant
ہم اس ہسپتال کے عملے کا شکریہ ادا کرتے ہیں۔,positive,health,Feedback,relevant
انتظامیہ سے پرزور درخواست ہے کہ صفائی کا خاص خیال رکھا جائے۔,neutral,health,Request,relevant
کیا یہ بیماری متعدی ہے؟,neutral,health,Inquiry,relevant
طبی سہولیات کی عدم دستیابی پر ہم نے احتجاج کیا۔,negative,health,Complaint,relevant
روزانہ صبح کی سیر صحت کے لیے بہترین ہے۔,positive,health,Feedback,relevant
کیا جلد کی الرجی کا کوئی مستقل علاج ممکن ہے؟,neutral,health,Inquiry,relevant
ہم حکومت سے صحت کے بجٹ میں اضافہ کا مطالبہ کرتے ہیں۔,negative,health,Request,relevant
اس ایمبولینس سروس کا تجربہ بہت اچھا تھا۔,positive,health,Feedback,relevant
نیشنل ہسپتال میں ڈاکٹروں کا رویہ انتہائی غیر پیشہ ورانہ ہے۔,negative,health,Complaint,relevant
کیا یہ دوا گرمیوں میں استعمال کی جا سکتی ہے؟,neutral,health,Inquiry,relevant
صحت کی اچھی دیکھ بھال بہت اہم ہے۔,positive,health,Feedback,relevant
بچوں کے لیے خصوصی وارڈ میں سہولیات کی کمی محسوس ہوئی۔,negative,health,Complaint,relevant
یہ فزوتھراپی بہت مؤثر ثابت ہوئی۔,positive,health,Feedback,relevant
کیا رات کے وقت بھی ہسپتال میں ڈاکٹر دستیاب ہوتے ہیں؟,neutral,health,Inquiry,relevant
ہم صحت عامہ کے منصوبوں کی تعریف کرتے ہیں۔,positive,health,Feedback,relevant
یہ حکومتی پالیسی صحت کے شعبے میں مثبت تبدیلی لائے گی۔,positive,health,Feedback,relevant
ہسپتال میں صفائی کا معقول انتظام نہیں ہے۔,negative,health,Complaint,relevant
کیا خون کے دباؤ کو کنٹرول کرنے کے لیے کوئی قدرتی طریقہ ہے؟,neutral,health,Inquiry,relevant
اس سہولت کی فراہمی کے لیے ہم آپ کے شکر گزار ہیں۔,positive,health,Feedback,relevant
طلباء کے تعلیمی معیار کو بہتر بنانے کے لیے کیا اقدامات کیے جا رہے ہیں؟,neutral,education,Inquiry,relevant
اسکول میں نصابی سرگرمیوں کا فقدان ہے۔,negative,education,Complaint,relevant
نئی تعلیمی پالیسی بہت حوصلہ افزا ہے۔,positive,education,Feedback,relevant
ہم حکومت سے اسکولوں میں سہولیات کی فراہمی کی درخواست کرتے ہیں۔,neutral,education,Request,relevant
